ResumeID,Age,EducationLevel,FieldOfStudy,Domain,JobAppliedFor,SkillsListed,JobPostingSkillsRequired,ExperienceYears,Certifications,Shortlisted,Hired,AI_MatchScore,TopSkillGap,ResumeStyle,GenZ_Trait_Tags
R232,24,Master's,Life Sciences,Technology,Data Analyst,"Clinical Trials, SQL, Canva, React, Figma","Canva, Figma, SQL, Clinical Trials, React",1.4,"None, Meta Ads",0,1,77,None,Minimalist,"Data-curious, Multi-tasker"
R233,26,Master's,Business,Healthcare,Clinical Researcher,"Excel, HTML","HTML, CSS, Excel, Canva, Photoshop",2.7,"Coursera SQL, Meta Ads",1,1,81,Canva,Infographic,"Fast Learner, Trend-savvy"
R234,22,Master's,Design,Design,Product Designer,"Webflow, Clinical Trials, Research","Webflow, Research, Medical Writing, Clinical Trials, Tailwind",2.5,"Coursera SQL, Google UX Cert",0,0,63,Tailwind,ATS-friendly,"Side Hustler, Remote-ready"
R235,21,Bachelor's,Life Sciences,Finance,Investment Associate,"Webflow, Literature Review","Webflow, Literature Review, SQL, JavaScript, Illustrator",1.9,"Google Data Analytics, Google UX Cert",0,1,74,SQL,Visual,"Data-curious, Remote-ready"
R236,22,Bachelor's,Design,Business,Sales Associate,"SQL, GitHub, Canva, PubMed","GitHub, PubMed, Canva, Excel, SQL",1.2,"Google UX Cert, Meta Ads",0,1,80,Excel,Infographic,"Data-curious, Fast Learner"
R237,25,Master's,Finance,Finance,Risk Analyst,"SQL, Research","Research, Tableau, SQL, Google Ads, JavaScript",2.7,"Google Data Analytics, Meta Ads",0,1,53,JavaScript,Infographic,"Trend-savvy, Remote-ready"
R238,24,Bachelor's,Business,Finance,Financial Analyst,"Excel, Finance Modelling, Python, Tableau, SQL","Excel, SQL, Tableau, Finance Modelling, Python",2.3,"Coursera SQL, None",1,0,93,None,Infographic,"Side Hustler, Data-curious"
R239,23,Master's,Computer Science,Design,UX Designer,"Google Ads, HTML","SQL, CSS, Google Ads, Medical Writing, HTML",1.5,"Google UX Cert, Meta Ads",0,0,65,CSS,Infographic,"Digital Native, Curious"
R240,26,Master's,Computer Science,Design,Visual Designer,"Photoshop, Figma, Webflow, Canva","Figma, Photoshop, Illustrator, Webflow, Canva",1.6,"Meta Ads, Coursera SQL",0,1,90,Illustrator,Minimalist,"Trend-savvy, Side Hustler"
R241,26,Master's,Business,Healthcare,Medical Writer,"Medical Writing, Clinical Trials, PubMed, Literature Review, Research","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",0.9,"None, Coursera SQL",1,0,88,None,ATS-friendly,"Fast Learner, Multi-tasker"
R242,22,Bachelor's,Life Sciences,Healthcare,Medical Writer,"Medical Writing, Clinical Trials, PubMed, Literature Review, Research","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",1.0,"Google Data Analytics, Coursera SQL",1,0,82,None,ATS-friendly,"Side Hustler, Digital Native"
R243,23,Bachelor's,Finance,Design,Visual Designer,"Photoshop, Canva, Illustrator","Figma, Photoshop, Illustrator, Webflow, Canva",2.7,"Google Data Analytics, Google UX Cert",0,0,84,Figma,Infographic,"Curious, Side Hustler"
R244,23,Master's,Computer Science,Technology,Backend Developer,"Research, GitHub, Illustrator","Illustrator, GitHub, Research, Photoshop, Tableau",2.4,"Coursera SQL, Google Data Analytics",0,0,69,Tableau,Minimalist,"Multi-tasker, Curious"
R245,24,Master's,Design,Technology,DevOps Engineer,"Figma, Research, PubMed, SQL","Research, Figma, PubMed, SQL, Finance Modelling",2.9,"Google UX Cert, None",0,1,79,Finance Modelling,Minimalist,"Trend-savvy, Multi-tasker"
R246,23,Bachelor's,Design,Finance,Investment Associate,"Webflow, JavaScript, Figma, Finance Modelling, Medical Writing","Webflow, Medical Writing, Finance Modelling, Figma, JavaScript",2.8,"None, Google UX Cert",1,1,93,None,Visual,"Trend-savvy, Remote-ready"
R247,24,Bachelor's,Computer Science,Design,Product Designer,"Canva, Python, Google Ads","Canva, Google Ads, Python, Excel, Tailwind",2.2,"None, Google UX Cert",0,0,80,Tailwind,ATS-friendly,"Data-curious, Multi-tasker"
R248,22,Bachelor's,Finance,Design,UX Designer,"Research, Excel, CSS","Excel, Tableau, CSS, Literature Review, Research",2.7,"None, Google Data Analytics",0,1,84,Literature Review,Minimalist,"Remote-ready, Curious"
R249,23,Bachelor's,Life Sciences,Technology,Backend Developer,"Python, Illustrator, Research, GitHub, Figma","Illustrator, Figma, GitHub, Python, Research",2.9,"Coursera SQL, Meta Ads",0,0,83,None,Minimalist,"Remote-ready, Data-curious"
R250,26,Master's,Business,Healthcare,Pharma Sales Rep,"SEO, Research","React, Research, Canva, Illustrator, SEO",1.2,"Google Data Analytics, Coursera SQL",1,0,53,Illustrator,ATS-friendly,"Multi-tasker, Digital Native"
R251,23,Master's,Life Sciences,Design,Product Designer,"Medical Writing, Tailwind, Literature Review","Tailwind, Canva, Medical Writing, Literature Review, SEO",0.9,"Google Data Analytics, None",0,0,87,SEO,Visual,"Multi-tasker, Data-curious"
R252,21,Bachelor's,Life Sciences,Business,Sales Associate,"Research, PubMed, React, Medical Writing, GitHub","Medical Writing, GitHub, React, Research, PubMed",0.8,"None, Google UX Cert",1,1,93,None,Infographic,"Fast Learner, Trend-savvy"
R253,26,Bachelor's,Design,Finance,Financial Analyst,"Tableau, Excel, Python","Excel, SQL, Tableau, Finance Modelling, Python",2.2,"Coursera SQL, Google UX Cert",0,1,84,SQL,ATS-friendly,"Data-curious, Multi-tasker"
R254,24,Bachelor's,Computer Science,Technology,Data Analyst,"Literature Review, Canva","SEO, Literature Review, Canva, Google Ads, HTML",0.8,"Google Data Analytics, None",1,0,77,SEO,Minimalist,"Fast Learner, Curious"
R255,25,Master's,Design,Finance,Financial Analyst,"Tableau, SQL, Python","Excel, SQL, Tableau, Finance Modelling, Python",0.9,"Google UX Cert, None",1,1,86,Finance Modelling,Infographic,"Fast Learner, Digital Native"
R256,25,Bachelor's,Design,Finance,Risk Analyst,"Literature Review, CSS, SEO","Tailwind, React, CSS, SEO, Literature Review",0.6,"Google Data Analytics, Google UX Cert",1,0,75,React,Minimalist,"Curious, Remote-ready"
R257,25,Master's,Finance,Healthcare,Clinical Researcher,"Tailwind, Canva, Research","Research, Medical Writing, React, Canva, Tailwind",1.1,"Google UX Cert, Meta Ads",0,0,61,React,Minimalist,"Data-curious, Multi-tasker"
R258,24,Bachelor's,Life Sciences,Healthcare,Clinical Researcher,"Photoshop, HTML, Figma, PubMed, Python","PubMed, HTML, Python, Figma, Photoshop",2.7,"Google Data Analytics, None",1,0,67,None,Visual,"Digital Native, Data-curious"
R259,24,Bachelor's,Finance,Healthcare,Pharma Sales Rep,"SEO, GitHub, Excel, Tailwind","SEO, GitHub, Excel, Webflow, Tailwind",2.1,"Google UX Cert, Google Data Analytics",0,0,64,Webflow,Minimalist,"Multi-tasker, Curious"
R260,22,Master's,Life Sciences,Healthcare,Pharma Sales Rep,"Figma, Tableau","CSS, Illustrator, Tableau, Photoshop, Figma",1.3,"Coursera SQL, Google UX Cert",1,1,84,Illustrator,Infographic,"Trend-savvy, Side Hustler"
R261,23,Bachelor's,Finance,Design,UX Designer,"Clinical Trials, Finance Modelling, React, Canva, Figma","React, Canva, Clinical Trials, Finance Modelling, Figma",1.7,"Google Data Analytics, Google UX Cert",0,0,92,None,Infographic,"Remote-ready, Curious"
R262,25,Master's,Design,Healthcare,Pharma Sales Rep,"Google Ads, Figma, Python","Figma, Python, Medical Writing, CSS, Google Ads",1.2,"Google UX Cert, Meta Ads",1,1,54,CSS,ATS-friendly,"Curious, Digital Native"
R263,21,Master's,Life Sciences,Design,Visual Designer,"Illustrator, Webflow","Figma, Photoshop, Illustrator, Webflow, Canva",1.2,"None, Google UX Cert",1,1,55,Figma,Minimalist,"Trend-savvy, Curious"
R264,26,Master's,Finance,Design,Visual Designer,"Figma, Webflow, Canva, Illustrator","Figma, Photoshop, Illustrator, Webflow, Canva",2.1,"None, Coursera SQL",0,1,90,Photoshop,Infographic,"Side Hustler, Multi-tasker"
R265,24,Bachelor's,Life Sciences,Technology,Data Analyst,"HTML, Canva, SQL","Medical Writing, Canva, HTML, Photoshop, SQL",1.0,"Google UX Cert, Coursera SQL",0,0,63,Medical Writing,Visual,"Side Hustler, Data-curious"
R266,25,Bachelor's,Finance,Design,Product Designer,"Canva, SEO, Literature Review","PubMed, Literature Review, Canva, Excel, SEO",1.8,"Google Data Analytics, None",0,0,81,PubMed,Minimalist,"Side Hustler, Trend-savvy"
R267,25,Master's,Computer Science,Business,Business Analyst,"Canva, SQL, Webflow","SEO, Canva, Webflow, SQL, HTML",1.6,"None, Meta Ads",1,0,72,SEO,Infographic,"Trend-savvy, Side Hustler"
R268,25,Master's,Business,Finance,Financial Analyst,"Tableau, Finance Modelling, Excel","Excel, SQL, Tableau, Finance Modelling, Python",0.7,"Google Data Analytics, None",0,1,60,SQL,ATS-friendly,"Data-curious, Remote-ready"
R269,24,Master's,Business,Finance,Investment Associate,"Literature Review, Webflow, Photoshop","Webflow, Google Ads, Literature Review, Photoshop, Research",2.0,"Google Data Analytics, Meta Ads",1,0,75,Research,Visual,"Multi-tasker, Fast Learner"
R270,26,Master's,Business,Healthcare,Pharma Sales Rep,"SEO, Excel, Research","Canva, Excel, Research, SQL, SEO",2.4,"Google UX Cert, Coursera SQL",0,0,61,SQL,Infographic,"Remote-ready, Curious"
R271,24,Bachelor's,Life Sciences,Technology,Backend Developer,"Photoshop, HTML","Photoshop, Literature Review, HTML, SQL, Tableau",0.7,"Google Data Analytics, Google UX Cert",1,0,80,SQL,Minimalist,"Digital Native, Trend-savvy"
R272,26,Master's,Design,Healthcare,Pharma Sales Rep,"Google Ads, Literature Review, Research, JavaScript","JavaScript, Google Ads, Research, Literature Review, GitHub",2.4,"Coursera SQL, Google UX Cert",1,0,66,GitHub,Visual,"Data-curious, Remote-ready"
R273,25,Master's,Business,Healthcare,Pharma Sales Rep,"Clinical Trials, HTML","CSS, Excel, Clinical Trials, Python, HTML",2.0,"None, Coursera SQL",1,1,73,CSS,ATS-friendly,"Fast Learner, Data-curious"
R274,22,Bachelor's,Design,Business,Marketing Analyst,"Google Ads, SEO, SQL, Canva, Excel","Excel, Google Ads, SQL, Canva, SEO",1.5,"Coursera SQL, Google UX Cert",0,1,75,None,ATS-friendly,"Data-curious, Digital Native"
R275,26,Master's,Business,Technology,DevOps Engineer,"Medical Writing, PubMed, GitHub, Finance Modelling, SQL","SQL, PubMed, Medical Writing, Finance Modelling, GitHub",1.9,"Google Data Analytics, Coursera SQL",1,0,70,None,ATS-friendly,"Fast Learner, Data-curious"
R276,24,Bachelor's,Design,Finance,Financial Analyst,"Python, Tableau","Excel, SQL, Tableau, Finance Modelling, Python",2.9,"Meta Ads, Google UX Cert",1,0,70,SQL,ATS-friendly,"Fast Learner, Multi-tasker"
R277,25,Master's,Computer Science,Healthcare,Medical Writer,"Research, PubMed","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",1.8,"Meta Ads, Google Data Analytics",0,0,69,Literature Review,Visual,"Fast Learner, Data-curious"
R278,23,Master's,Computer Science,Finance,Investment Associate,"Figma, Medical Writing","HTML, Google Ads, Medical Writing, CSS, Figma",0.5,"Meta Ads, None",1,0,51,CSS,Visual,"Curious, Fast Learner"
R279,23,Master's,Design,Technology,Data Analyst,"Canva, SQL, SEO, Tailwind","Canva, SEO, React, SQL, Tailwind",1.3,"Google Data Analytics, None",0,1,72,React,ATS-friendly,"Trend-savvy, Side Hustler"
R280,23,Bachelor's,Business,Healthcare,Medical Writer,"Literature Review, Clinical Trials, Medical Writing, Research, PubMed","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",1.0,"Google UX Cert, Google Data Analytics",0,0,82,None,Visual,"Multi-tasker, Side Hustler"
R281,25,Bachelor's,Design,Healthcare,Clinical Researcher,"Figma, Research, Excel, Medical Writing, GitHub","Research, Excel, Figma, GitHub, Medical Writing",2.9,"Meta Ads, Google Data Analytics",1,1,85,None,Infographic,"Side Hustler, Digital Native"
R282,22,Master's,Design,Healthcare,Medical Writer,"Research, Literature Review","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.7,"None, Google Data Analytics",1,1,63,PubMed,Minimalist,"Trend-savvy, Curious"
R283,25,Bachelor's,Computer Science,Design,UX Designer,"Medical Writing, Python, Excel","Excel, Medical Writing, Literature Review, Tableau, Python",1.0,"Google Data Analytics, Meta Ads",0,1,88,Literature Review,Visual,"Multi-tasker, Remote-ready"
R284,22,Bachelor's,Life Sciences,Technology,Backend Developer,"Canva, GitHub, CSS","CSS, Canva, Figma, GitHub, Illustrator",1.3,"Google UX Cert, None",1,1,81,Figma,Infographic,"Data-curious, Trend-savvy"
R285,23,Bachelor's,Finance,Technology,Backend Developer,"Google Ads, Research, Canva, JavaScript, React","Canva, React, Google Ads, Research, JavaScript",1.8,"None, Google Data Analytics",1,0,74,None,Visual,"Fast Learner, Multi-tasker"
R286,26,Master's,Life Sciences,Design,Visual Designer,"Webflow, Photoshop, Canva","Figma, Photoshop, Illustrator, Webflow, Canva",2.1,"Google UX Cert, Meta Ads",0,0,88,Figma,Minimalist,"Data-curious, Fast Learner"
R287,22,Bachelor's,Design,Healthcare,Pharma Sales Rep,"SQL, Clinical Trials, Photoshop, Python","SQL, SEO, Photoshop, Python, Clinical Trials",2.8,"Meta Ads, Google UX Cert",0,1,86,SEO,ATS-friendly,"Multi-tasker, Trend-savvy"
R288,23,Bachelor's,Business,Design,Product Designer,"Tailwind, SQL, Google Ads","Webflow, Excel, Google Ads, SQL, Tailwind",0.8,"Coursera SQL, Google Data Analytics",1,1,79,Webflow,Minimalist,"Remote-ready, Digital Native"
R289,22,Master's,Computer Science,Finance,Financial Analyst,"Excel, Tableau, SQL, Python","Excel, SQL, Tableau, Finance Modelling, Python",2.4,"Google Data Analytics, Meta Ads",0,1,69,Finance Modelling,Minimalist,"Data-curious, Digital Native"
R290,22,Master's,Computer Science,Technology,Frontend Developer,"Tailwind, React","HTML, CSS, JavaScript, React, Tailwind, GitHub",0.5,"Meta Ads, None",1,1,65,CSS,Infographic,"Data-curious, Curious"
R291,26,Bachelor's,Life Sciences,Healthcare,Medical Writer,"Research, Literature Review","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.8,"Meta Ads, Google UX Cert",1,1,81,PubMed,Minimalist,"Digital Native, Trend-savvy"
R292,24,Master's,Design,Technology,DevOps Engineer,"Finance Modelling, Clinical Trials, Research, GitHub, Figma","Figma, GitHub, Finance Modelling, Clinical Trials, Research",1.5,"Meta Ads, Google UX Cert",0,1,67,None,Infographic,"Remote-ready, Multi-tasker"
R293,25,Bachelor's,Finance,Finance,Investment Associate,"PubMed, Clinical Trials, Illustrator","PubMed, React, Clinical Trials, HTML, Illustrator",1.0,"Meta Ads, Google Data Analytics",1,0,59,React,ATS-friendly,"Curious, Digital Native"
R294,26,Bachelor's,Life Sciences,Business,Sales Associate,"Excel, Clinical Trials, Webflow","SQL, Excel, Research, Webflow, Clinical Trials",0.7,"Meta Ads, Google Data Analytics",1,0,78,SQL,Visual,"Side Hustler, Trend-savvy"
R295,25,Bachelor's,Life Sciences,Technology,Data Analyst,"Webflow, React, PubMed","React, PubMed, Canva, SQL, Webflow",2.8,"Coursera SQL, None",0,0,70,SQL,Infographic,"Side Hustler, Fast Learner"
R296,23,Bachelor's,Design,Finance,Risk Analyst,"Excel, Tableau, Webflow, Canva, GitHub","Tableau, Canva, GitHub, Webflow, Excel",0.6,"Google UX Cert, Coursera SQL",1,0,60,None,Infographic,"Fast Learner, Digital Native"
R297,26,Master's,Business,Healthcare,Medical Writer,"Literature Review, Clinical Trials, Medical Writing, Research","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.9,"None, Google UX Cert",0,1,63,PubMed,ATS-friendly,"Trend-savvy, Digital Native"
R298,26,Bachelor's,Design,Healthcare,Medical Writer,"Medical Writing, Clinical Trials","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",1.2,"Meta Ads, Google Data Analytics",0,0,73,PubMed,Visual,"Multi-tasker, Trend-savvy"
R299,21,Master's,Design,Finance,Investment Associate,"Tableau, Excel, Clinical Trials, SQL, Canva","SQL, Canva, Excel, Tableau, Clinical Trials",1.5,"Google Data Analytics, Meta Ads",0,0,66,None,Infographic,"Fast Learner, Digital Native"
R300,24,Bachelor's,Life Sciences,Business,Marketing Analyst,"Canva, SEO, Excel, Google Ads, SQL","Excel, Google Ads, SQL, Canva, SEO",1.3,"None, Meta Ads",1,0,73,None,Minimalist,"Side Hustler, Digital Native"
R301,23,Bachelor's,Life Sciences,Design,Product Designer,"SEO, JavaScript","SEO, SQL, JavaScript, Excel, Clinical Trials",2.1,"Google Data Analytics, Meta Ads",0,0,59,SQL,Infographic,"Trend-savvy, Digital Native"
R302,22,Master's,Life Sciences,Business,Sales Associate,"Tailwind, Canva, Webflow, Clinical Trials","Tailwind, Canva, Clinical Trials, Webflow, Literature Review",0.9,"Google Data Analytics, None",1,0,68,Literature Review,Visual,"Multi-tasker, Data-curious"
R303,24,Bachelor's,Finance,Business,Sales Associate,"HTML, Excel","Canva, SEO, Excel, HTML, Tableau",0.8,"Google Data Analytics, Google UX Cert",0,0,62,SEO,ATS-friendly,"Data-curious, Side Hustler"
R304,24,Bachelor's,Design,Technology,Frontend Developer,"Tailwind, HTML, CSS","HTML, CSS, JavaScript, React, Tailwind, GitHub",2.8,"Google Data Analytics, None",0,1,56,JavaScript,Minimalist,"Digital Native, Side Hustler"
R305,26,Bachelor's,Computer Science,Healthcare,Pharma Sales Rep,"Canva, Literature Review","Canva, Tableau, SQL, Webflow, Literature Review",2.8,"None, Meta Ads",1,1,74,Webflow,Visual,"Multi-tasker, Trend-savvy"
R306,25,Master's,Computer Science,Healthcare,Pharma Sales Rep,"Webflow, HTML, Excel, Illustrator, Excel","HTML, Illustrator, Webflow, Excel, Excel",1.9,"None, Google Data Analytics",1,0,83,None,Infographic,"Digital Native, Trend-savvy"
R307,22,Master's,Computer Science,Finance,Investment Associate,"Literature Review, Tailwind, Tableau","Tailwind, Tableau, Python, SQL, Literature Review",2.9,"None, Meta Ads",0,0,84,SQL,Infographic,"Remote-ready, Side Hustler"
R308,25,Bachelor's,Business,Design,UX Designer,"Literature Review, Canva, Tableau, Canva, Excel","Canva, Canva, Literature Review, Excel, Tableau",1.6,"Meta Ads, Coursera SQL",1,0,71,None,Visual,"Fast Learner, Remote-ready"
R309,23,Master's,Computer Science,Design,UX Designer,"SQL, Python, Figma, Literature Review, Photoshop","Python, Literature Review, Photoshop, Figma, SQL",1.6,"Google UX Cert, None",1,0,85,None,Visual,"Multi-tasker, Remote-ready"
R310,25,Master's,Computer Science,Healthcare,Medical Writer,"Research, Medical Writing","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.9,"Google Data Analytics, None",0,0,53,PubMed,Infographic,"Remote-ready, Data-curious"
R311,26,Master's,Design,Healthcare,Medical Writer,"Literature Review, Research","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",0.9,"None, Meta Ads",0,1,66,PubMed,Minimalist,"Multi-tasker, Curious"
R312,23,Bachelor's,Business,Design,UX Designer,"SEO, Literature Review, Canva, GitHub","SEO, GitHub, Research, Canva, Literature Review",1.7,"None, Coursera SQL",0,1,65,Research,Visual,"Curious, Fast Learner"
R313,21,Master's,Finance,Technology,DevOps Engineer,"Python, JavaScript, Excel, Photoshop","Excel, GitHub, JavaScript, Photoshop, Python",1.8,"None, Meta Ads",0,0,79,GitHub,Visual,"Data-curious, Trend-savvy"
R314,23,Bachelor's,Design,Healthcare,Pharma Sales Rep,"Illustrator, Tableau, PubMed, Canva","Canva, Research, Illustrator, PubMed, Tableau",1.0,"None, Coursera SQL",0,1,92,Research,Visual,"Side Hustler, Curious"
R315,24,Master's,Computer Science,Business,Marketing Analyst,"Excel, SQL, Google Ads, SEO, Canva","Excel, Google Ads, SQL, Canva, SEO",1.0,"None, Google UX Cert",1,0,85,None,Visual,"Trend-savvy, Fast Learner"
R316,21,Bachelor's,Life Sciences,Finance,Risk Analyst,"Python, Illustrator, Tailwind","SQL, HTML, Illustrator, Python, Tailwind",2.9,"None, Google Data Analytics",1,1,55,SQL,ATS-friendly,"Trend-savvy, Side Hustler"
R317,26,Bachelor's,Life Sciences,Business,Sales Associate,"Tableau, Illustrator","Excel, Photoshop, Illustrator, Tableau, Canva",2.6,"Google UX Cert, Meta Ads",0,1,62,Canva,Infographic,"Data-curious, Digital Native"
R318,23,Bachelor's,Computer Science,Finance,Investment Associate,"Literature Review, Medical Writing, Tailwind, CSS, SQL","Tailwind, SQL, Medical Writing, Literature Review, CSS",1.1,"None, Google Data Analytics",1,1,88,None,Infographic,"Side Hustler, Curious"
R319,24,Master's,Design,Technology,Data Analyst,"GitHub, HTML, Literature Review, SQL, Python","SQL, Python, HTML, GitHub, Literature Review",1.1,"Google UX Cert, Google Data Analytics",1,1,65,None,ATS-friendly,"Trend-savvy, Data-curious"
R320,21,Master's,Life Sciences,Finance,Risk Analyst,"CSS, Tableau, React","Excel, JavaScript, Tableau, CSS, React",0.5,"Meta Ads, Coursera SQL",0,1,72,JavaScript,Minimalist,"Remote-ready, Data-curious"
R321,25,Bachelor's,Computer Science,Finance,Investment Associate,"Python, SQL","Canva, Python, SQL, Webflow, SQL",1.9,"None, Google Data Analytics",0,1,82,Webflow,Visual,"Data-curious, Digital Native"
R322,26,Master's,Business,Finance,Financial Analyst,"Finance Modelling, Python, Tableau, Excel, SQL","Excel, SQL, Tableau, Finance Modelling, Python",1.0,"Meta Ads, None",1,1,73,None,Minimalist,"Fast Learner, Remote-ready"
R323,21,Bachelor's,Design,Finance,Financial Analyst,"Python, Excel, SQL, Finance Modelling","Excel, SQL, Tableau, Finance Modelling, Python",1.4,"None, Google Data Analytics",1,1,88,Tableau,Minimalist,"Multi-tasker, Curious"
R324,22,Master's,Life Sciences,Technology,Backend Developer,"Tailwind, Figma, Webflow, Literature Review","Literature Review, Figma, Webflow, Tailwind, SQL",1.2,"Google UX Cert, Google Data Analytics",0,0,74,SQL,ATS-friendly,"Digital Native, Trend-savvy"
R325,24,Master's,Finance,Healthcare,Clinical Researcher,"Google Ads, Figma, Canva","Figma, CSS, Canva, SEO, Google Ads",1.7,"None, Meta Ads",1,0,55,SEO,Infographic,"Side Hustler, Curious"
R326,21,Bachelor's,Finance,Healthcare,Clinical Researcher,"Excel, GitHub, SQL, Figma, Excel","Excel, SQL, Figma, Excel, GitHub",2.2,"Coursera SQL, Google Data Analytics",0,1,85,None,ATS-friendly,"Trend-savvy, Side Hustler"
R327,22,Bachelor's,Design,Technology,Backend Developer,"HTML, Webflow, CSS, Excel, React","Webflow, Excel, HTML, CSS, React",2.3,"Coursera SQL, Meta Ads",0,1,69,None,Infographic,"Curious, Digital Native"
R328,22,Bachelor's,Business,Design,UX Designer,"Webflow, Tailwind, Google Ads","JavaScript, Tailwind, Google Ads, Webflow, Photoshop",1.2,"Google Data Analytics, Google UX Cert",1,0,57,JavaScript,Minimalist,"Digital Native, Trend-savvy"
R329,21,Master's,Computer Science,Business,Sales Associate,"SEO, Research, Excel, Google Ads, Figma","Figma, SEO, Google Ads, Excel, Research",1.6,"Coursera SQL, Google UX Cert",1,1,60,None,Minimalist,"Data-curious, Digital Native"
R330,24,Master's,Business,Finance,Financial Analyst,"SQL, Python, Finance Modelling","Excel, SQL, Tableau, Finance Modelling, Python",2.5,"Google UX Cert, Google Data Analytics",1,0,78,Tableau,ATS-friendly,"Remote-ready, Multi-tasker"
R331,22,Bachelor's,Business,Healthcare,Clinical Researcher,"Excel, CSS, Medical Writing, SEO","Excel, Medical Writing, SQL, CSS, SEO",2.7,"None, Google UX Cert",1,0,64,SQL,ATS-friendly,"Multi-tasker, Fast Learner"
R332,21,Master's,Computer Science,Finance,Financial Analyst,"Python, SQL, Finance Modelling","Excel, SQL, Tableau, Finance Modelling, Python",1.7,"Coursera SQL, Google UX Cert",1,1,87,Tableau,Infographic,"Data-curious, Trend-savvy"
R333,26,Bachelor's,Computer Science,Technology,DevOps Engineer,"Photoshop, Tailwind, React, Finance Modelling, Excel","Finance Modelling, Photoshop, Excel, React, Tailwind",2.9,"Google UX Cert, None",1,1,71,None,Infographic,"Digital Native, Multi-tasker"
R334,25,Bachelor's,Life Sciences,Healthcare,Pharma Sales Rep,"Excel, SEO, Tailwind, Webflow","Webflow, SQL, Excel, Tailwind, SEO",0.6,"Google UX Cert, Meta Ads",0,1,67,SQL,ATS-friendly,"Side Hustler, Remote-ready"
R335,26,Master's,Life Sciences,Healthcare,Clinical Researcher,"Webflow, Research, Canva","Webflow, Google Ads, Research, JavaScript, Canva",2.2,"Google UX Cert, Google Data Analytics",1,0,58,JavaScript,ATS-friendly,"Curious, Data-curious"
R336,24,Master's,Business,Healthcare,Pharma Sales Rep,"Excel, Excel","JavaScript, Python, SEO, Excel, Excel",1.3,"None, Meta Ads",0,1,52,JavaScript,Infographic,"Fast Learner, Data-curious"
R337,21,Bachelor's,Computer Science,Healthcare,Pharma Sales Rep,"SEO, SQL","HTML, Python, SQL, Literature Review, SEO",1.2,"None, Google Data Analytics",0,1,81,Literature Review,Visual,"Data-curious, Side Hustler"
R338,25,Master's,Finance,Healthcare,Medical Writer,"Literature Review, Clinical Trials, Medical Writing, Research","Medical Writing, PubMed, Literature Review, Clinical Trials, Research",2.3,"None, Google Data Analytics",0,1,79,PubMed,ATS-friendly,"Curious, Data-curious"
R339,22,Bachelor's,Finance,Finance,Financial Analyst,"Python, Excel, Finance Modelling, SQL","Excel, SQL, Tableau, Finance Modelling, Python",0.7,"Google Data Analytics, Coursera SQL",0,1,67,Tableau,Infographic,"Data-curious, Fast Learner"
R340,24,Master's,Design,Design,Product Designer,"Python, Google Ads","Google Ads, SQL, Python, Tableau, Medical Writing",1.9,"Google UX Cert, Google Data Analytics",0,0,68,SQL,Minimalist,"Curious, Remote-ready"
R341,23,Master's,Computer Science,Technology,DevOps Engineer,"SQL, Webflow, Literature Review, React, Research","React, Literature Review, SQL, Webflow, Research",2.7,"Google UX Cert, Coursera SQL",1,1,95,None,Visual,"Multi-tasker, Curious"
R342,23,Master's,Business,Business,Sales Associate,"Literature Review, Canva, JavaScript","JavaScript, Canva, Literature Review, Python, Illustrator",0.8,"Google UX Cert, Google Data Analytics",1,1,67,Illustrator,Visual,"Digital Native, Remote-ready"
R343,22,Bachelor's,Design,Business,Business Analyst,"Tailwind, Python, React, Tableau","React, Python, Finance Modelling, Tableau, Tailwind",2.4,"Google UX Cert, Google Data Analytics",1,0,84,Finance Modelling,ATS-friendly,"Fast Learner, Curious"
R344,22,Master's,Business,Finance,Investment Associate,"Clinical Trials, Tableau, Webflow, Canva","Tableau, Canva, Webflow, Illustrator, Clinical Trials",1.1,"Meta Ads, Google UX Cert",1,0,90,Illustrator,Visual,"Side Hustler, Fast Learner"
R345,23,Bachelor's,Business,Design,Visual Designer,"Illustrator, Canva","Figma, Photoshop, Illustrator, Webflow, Canva",1.5,"Google Data Analytics, Coursera SQL",0,1,57,Figma,Visual,"Trend-savvy, Curious"
R346,24,Master's,Business,Technology,Data Analyst,"Literature Review, CSS, Medical Writing, HTML","Medical Writing, Python, HTML, Literature Review, CSS",1.9,"Google UX Cert, Coursera SQL",1,0,59,Python,Infographic,"Remote-ready, Fast Learner"
R347,22,Bachelor's,Design,Technology,Backend Developer,"SQL, Finance Modelling, Research, Medical Writing","PubMed, Medical Writing, Research, Finance Modelling, SQL",0.9,"None, Meta Ads",0,1,61,PubMed,Visual,"Digital Native, Multi-tasker"
